payor_plan,variant_count,row_count
SOUTHERN OCEAN CNTY HOSPITAL(NJ),1,1
SOUTHERN SCRIPTS PLAN 0002,1,1
SOUTHERN SCRIPTS PLAN 0003,1,1
SOUTHERN SCRIPTS PLAN 0004,1,1
SOUTHERN SCRIPTS PLAN 0005,1,1
SOUTHERN SCRIPTS PLAN 0006,1,1
SOUTHERN SCRIPTS (PROC-UNSP),1,1
SOUTHWEST AIRLINES,1,1
SOUTHWESTERN ENERGY,1,1
SOUTHWESTERN/GREAT AMERICAN INC,1,1
SOUTHWESTERN UNIVERSITY (TX),1,1
SOUTHWESTERN VT HLTH CARE (VT),1,1
SOUTHWEST GAS CORPORATION,1,1
SOUTHWEST SERVICE ADMINISTRATORS,1,1
SOUTHWIRE,1,1
SPARROW PHP (MI),1,1
SPARTANBURG REGIONAL HC SYS (SC),1,1
SPARTAN LIGHT METAL PRODUCTS,1,1
SPARTANNASH,1,1
SPECIAL PHARMA BENEFIT PROG (PA),1,1
SPECIAL SCHL DIS OF ST LOUIS(MO),1,1
SPECTRA ENERGY,1,1
SPECTRUM BRANDS,1,1
SPEEDWAY AMERICA,1,1
SPG LLC,1,1
S&P GLOBAL INC,1,1
SPHERION CORP,1,1
SPIRIT AEROSYSTEMS,1,1
SPIRIVA COPD/BI,1,1
SPRINGFIELD PUBLIC SCHOOLS (MO),1,1
SPRING INDUSTRIES INC.,1,1
SPRINGS INDUSTRIES INC,1,1
SPRINT CORPORATION,1,1
SPRIX/EGALET,1,1
SPS TECHNOLOGIES INC,1,1
SPX CORPORATION,1,1
SQUARE D COMPANY,1,1
SRA INTERNATIONAL,1,1
SR CARE PLUS MED ADV GENERAL(NV),1,1
SR CARE PLUS VALUE RX ENHD (NV),1,1
SR CARE PLUS VALUE RX (NV),1,1
SRX PDP (HI),1,1
SSM HEALTHCARE (MO),1,1
SSM HEALTHCARE (WI),1,1
STALLION OILFIELD SERVICES,1,1
STAMFORD EDUCATION ASSOC (CT),1,1
STANDARD LIFE AND ACCIDENT INS C,1,1
STANDARD TEXTILE,1,1
STANFORD HSPTL AND CLINICS (CA),1,1
STANFORD UNIVERSITY (CA),1,1
STANTEC CONSULTING SERVICES,1,1
ST ANTHONYS MEDICAL CENTER,1,1
STAPLES,1,1
STARBRIDGE DISC CRD-MEDIMPACT,1,1
STARBRIDGE DISC CRD-SCRIPTSAVE,1,1
STARK COUNTY COMMISSIONERS (OH),1,1
STARK COUNTY SCHOOLS (OH),1,1
STARKEY LABORATORIES,1,1
STATE ADMIN GEN ASSIT/SAGA (CT),1,1
STATE AND SCHOOL EES HP (MS),1,1
STATE DRUG CARD,1,1
STATE EMPLOYEES ALABAMA (AL),1,1
STATE EMPLOYEES ARKANSAS (AR),1,1
STATE EMPLOYEES UNSPECIFIED,1,1
STATE FARM INSURANCE,1,1
STATE/GENERAL ASSISTANCE (AK),1,1
STATE/GENERAL ASSISTANCE (AZ),1,1
STATE/GENERAL ASSISTANCE (CA),1,1
STATE/GENERAL ASSISTANCE (CT),1,1
STATE/GENERAL ASSISTANCE (FL),1,1
STATE/GENERAL ASSISTANCE (GA),1,1
STATE/GENERAL ASSISTANCE (IA),1,1
STATE/GENERAL ASSISTANCE (ID),1,1
STATE/GENERAL ASSISTANCE (IL),1,1
STATE/GENERAL ASSISTANCE (IN),1,1
STATE/GENERAL ASSISTANCE (MA),1,1
STATE/GENERAL ASSISTANCE (MD),1,1
STATE/GENERAL ASSISTANCE (ME),1,1
STATE/GENERAL ASSISTANCE (MI),1,1
STATE/GENERAL ASSISTANCE (MN),1,1
STATE/GENERAL ASSISTANCE (MT),1,1
STATE/GENERAL ASSISTANCE (NC),1,1
STATE/GENERAL ASSISTANCE (NE),1,1
STATE/GENERAL ASSISTANCE (NH),1,1
STATE/GENERAL ASSISTANCE (NJ),1,1
STATE/GENERAL ASSISTANCE (NV),1,1
STATE/GENERAL ASSISTANCE (NY),1,1
STATE/GENERAL ASSISTANCE (OH),1,1
STATE/GENERAL ASSISTANCE (PA),1,1
STATE/GENERAL ASSISTANCE (SC),1,1
STATE/GENERAL ASSISTANCE (TN),1,1
STATE/GENERAL ASSISTANCE (TX),1,1
STATE/GENERAL ASSISTANCE UNSPEC,1,1
STATE/GENERAL ASSISTANCE (VA),1,1
STATE/GENERAL ASSISTANCE (VT),1,1
STATE/GENERAL ASSISTANCE (WA),1,1
STATE/GENERAL ASSISTANCE (WI),1,1
STATE HEALTH BENEFIT EGWP (GA),1,1
STATE HEALTH BENEFIT PLAN (GA),1,1
STATE HEALTH PLAN EGWP (SC),1,1
STATE HEALTH PLAN (SC),1,1
STATE OF CONNECTICUT EMP (CT),1,1
STATE OF DELAWARE EMPLOYEES (DE),1,1
STATE OF DELAWARE RETIREES (DE),1,1
STATE OF IL EMP HP/SERS (IL),1,1
STATE OF INDIANA EMPLOYEES (IN),1,1
STATE OF IOWA EMPLOYEES (IA),1,1
STATE OF LA RETIREES-HMO (LA),1,1
STATE OF LA RETIREES-PPO (LA),1,1
STATE OF MAINE EMP HLTH PLAN(ME),1,1
STATE OF MARYLAND EES UNSPEC,1,1
STATE OF MARYLAND EMPLOYEES (MD),1,1
STATE OF MICHIGAN EMPLOYEES (MI),1,1
STATE OF MONTANA EMPLOYEES (MT),1,1
STATE OF NEBRASKA EMPLOYEES (NE),1,1
STATE OF NEW HAMPSHIRE EGWP (NH),1,1
STATE OF NEW HAMPSHIRE EGWP(NH),1,1
STATE OF NH EMPLOYEES (NH),1,1
STATE OF RHODE ISLAND EMP (RI),1,1
STATE OF SD EMPLOYEES (SD),1,1
STATE OF TN EMPLOYEES (TN),1,1
STATE OF VERMONT EGWP (VT),1,1
STATE OF VERMONT EMPLOYEES (VT),1,1
STATE OF WYOMING EMP (WY),1,1
STATE STREET CORPORATION,1,1
STATEWIDE SCHOOL COOP EGWP (NY),1,1
STATEWIDE SCHOOL COOP HP (NY),1,1
STATE WORKER INS FUND (PA),1,1
STATE WORKERS INS FUND (CA),1,1
STATION CASINOS,1,1
STAY WELL (FL),1,1
ST CHARLES CNTY GOV (MO),1,1
STEAMFITTERS LOCAL UNION 420,1,1
STEAMFITTERS LOCAL UNION 602,1,1
STEELCASE INC,1,1
STEIN MART INC,1,1
ST ELIZABETH HEALTHCARE,1,1
STENDRA SAVINGS CARD/VIVUS INC,1,1
STERICYCLE,1,1
STERIS CORPORATION,1,1
STERLING CHEMICAL,1,1
STERLING JEWELERS,1,1
STERLING MED ADV GNRL (FL),1,1
STERLING MED ADV GNRL (ME),1,1
STERLING MED ADV GNRL (MN),1,1
STERLING MED ADV GNRL (NH),1,1
STERLING MED ADV GNRL (NJ),1,1
STERLING MED ADV GNRL (NY),1,1
STERLING MED ADV GNRL (OR),1,1
STERLING MED ADV GNRL (SD),1,1
STERLING MED D GNRL(AK),1,1
STERLING MED D GNRL(AZ),1,1
STERLING MED D GNRL(CA),1,1
STERLING MED D GNRL(DC),1,1
STERLING MED D GNRL(DE),1,1
STERLING MED D GNRL(FL),1,1
STERLING MED D GNRL(HI),1,1
STERLING MED D GNRL(IA),1,1
STERLING MED D GNRL(IN),1,1
STERLING MED D GNRL(ME),1,1
STERLING MED D GNRL(MI),1,1
STERLING MED D GNRL(MN),1,1
STERLING MED D GNRL(ND),1,1
STERLING MED D GNRL(NE),1,1
STERLING MED D GNRL(NH),1,1
STERLING MED D GNRL(NJ),1,1
STERLING MED D GNRL(NM),1,1
STERLING MED D GNRL(NV),1,1
STERLING MED D GNRL(NY),1,1
STERLING MED D GNRL(OR),1,1
STERLING MED D GNRL(PA),1,1
STERLING MED D GNRL(SD),1,1
STERLING MED D GNRL(VT),1,1
STERLING MED D GNRL(WI),1,1
STERLING MED D GNRL(WV),1,1
STERLING MED D GNRL(WY),1,1
STERLING MED PDP GNRL(AK),1,1
STERLING MED PDP GNRL(AZ),1,1
STERLING MED PDP GNRL(CO),1,1
STERLING MED PDP GNRL(CT),1,1
STERLING MED PDP GNRL(DC),1,1
STERLING MED PDP GNRL(DE),1,1
STERLING MED PDP GNRL(FL),1,1
STERLING MED PDP GNRL(GA),1,1
STERLING MED PDP GNRL(IL),1,1
STERLING MED PDP GNRL(IN),1,1
STERLING MED PDP GNRL(KS),1,1
STERLING MED PDP GNRL(KY),1,1
STERLING MED PDP GNRL(MA),1,1
STERLING MED PDP GNRL(MD),1,1
STERLING MED PDP GNRL(ME),1,1
STERLING MED PDP GNRL(MI),1,1
STERLING MED PDP GNRL(MO),1,1
STERLING MED PDP GNRL(NC),1,1
STERLING MED PDP GNRL(NH),1,1
STERLING MED PDP GNRL(NJ),1,1
STERLING MED PDP GNRL(NM),1,1
STERLING MED PDP GNRL(NV),1,1
STERLING MED PDP GNRL(NY),1,1
STERLING MED PDP GNRL(OH),1,1
STERLING MED PDP GNRL(PA),1,1
STERLING MED PDP GNRL(RI),1,1
STERLING MED PDP GNRL(VA),1,1
STERLING MED PDP GNRL(VT),1,1
STERLING MED PDP GNRL(WI),1,1
STERLING MED PDP GNRL(WV),1,1
STERLING OPTION II (ME),1,1
STERLING OPTION II (NH),1,1
STERLING RETIREE RX,1,1
STEWARD CARE CHS EMP,1,1
STEWARD HEALTH CARE SYSTEM (MA),1,1
STEWART/STEVENSON SERVICES,1,1
STIFEL NICOLAUS AND COMPANY,1,1
STINGER GHAFFARIAN TECH,1,1
STIOLTO/BI,1,1
STIRLING BENEFITS,1,1
ST JOHNS COUNTY GOVERNMENT (FL),1,1
ST JOHNS COUNTY SCHOOL DIST (FL),1,1
ST JOHNS MERCY HLTH CARE (MO),1,1
ST JOSEPH HEALTH SYSTEM (TX),1,1
ST JOSEPH HLTH SYS (CA),1,1
ST JOSEPH REGIONAL HLTH CTR (TX),1,1
ST JOSEPHS MEDICAL CENTER (MD),1,1
ST JUDE CHILDREN'S RES HOSP(TN),1,1
ST JUDE MEDICAL INC,1,1
ST LAWRENCE LEWIS BOCES (NY),1,1
ST LOUIS COUNTY HLTH (MO),1,1
ST LOUIS GRAPHIC ART HW FND (MO),1,1
STLOUIS GRAPHICARTS HNWFUND (MO),1,1
ST LOUIS PUB SCH DIS RET (MO),1,1
ST LOUIS PUB SCH DIST (MO),1,1
ST LOUIS UNIVERSITY (MO),1,1
ST LUKE EPISCOPAL HLTH SYS (TX),1,1
ST LUKES HOSPITAL/HLT NTWRK (PA),1,1
ST LUKES HOSPITAL (MO),1,1
ST MARTIN PARISH SCHL BOARD (LA),1,1
ST NORBERT COLLEGE (WI),1,1
STOCK BUILDING SUPPLY,1,1
STORA ENSO NORTH AMER CORP/SENA,1,1
STP NUCLEAR OPERATING CO,1,1
STRATEGIC OUTSOURCING INC,1,1
STRATEGIC RESOURCE COMPANY,1,1
STRATTERA CO-PAY/LILLY,1,1
STRATTERA/LILLY,1,1
STRIDE MED ADV GNRL,1,1
STRIDE VALUE PLUS (MA),1,1
STRIDE VALUE PLUS (ME),1,1
STRIDE VALUE PLUS (NH),1,1
ST TAMMANY PARISH HOSPITAL (LA),1,1
STUDENT ASSURANCE SERVICES INC,1,1
STUDENT RESOURCES,1,1
STYLINE INDUSTRIES INC/OFS,1,1
SUBARU OF INDIANA AUTOMOTIVE INC,1,1
SUBOXONE FILM/INDIVIOR INC,1,1
SUBOXONE/INDIVIOR,1,1
SUCCESSFILL SAVINGS CARD,1,1
SUDDENLINK,1,1
SUEZ WATER TECH AND SOL,1,1
SUFFOLK COUNTY EMP HLTH PLN (NY),1,1
SUFFOLK SCH EMP HLTH EGWP (NY),1,1
SUFFOLK SCH EMP HLTH PLAN (NY),1,1
SULLIVAN CROMWELL (NY),1,1
SUMMACARE MED ADV GNRL(OH),1,1
SUMMACARE MED D GRNL (OH),1,1
SUMMACARE MEDICARE EMERALD (OH),1,1
SUMMACARE (OH),1,1
SUMMACARE PPO (OH),1,1
SUMMACARE SECURE CHOICE (OH),1,1
SUMMACARE UNSPECIFIED,1,1
SUMMERLIN LIFE AND HEALTH,1,1
SUMMERLIN QUEST,1,1
SUN BRIDGE HEALTHCARE,1,1
SUNEDISON INC,1,1
SUNFLOWER STATE HEALTH PLAN (KS),1,1
SUNGARD,1,1
SUN LIFE EMPLOYEE BENEFITS GROUP,1,1
SUNOCO INC,1,1
SUNOVION,1,1
SUN PATIENT CARD,1,1
SUNPLUS ADV (FL),1,1
SUNRISE COMM HEALTH CTR (CO),1,1
SUNRISE (FL),1,1
SUNRX DISCOUNT SAVINGS CARD,1,1
SUN RX PLAN 0003,1,1
SUN RX PLAN 0005,1,1
SUN RX (PROC-UNSP),1,1
SUNSHINE HEALTH ADV (FL),1,1
SUNSHINE HEALTH HLTHY KIDS (FL),1,1
SUNSHINE STATE HLTH PLAN (FL),1,1
SUNSHINE TANGO (FL),1,1
SUN TRUST BANKS,1,1
SUPERBLUE PLUS PPO (WV),1,1
SUPERIOR ENERGY SERVICES,1,1
SUPERIOR ESSEX,1,1
SUPERIOR HEALTH PLAN NETWORK(TX),1,1
SUPERIOR HEALTH STAR PLUS (TX),1,1
SUPERIOR HLTH ADV (TX),1,1
SUPER MED HMO (OH),1,1
SUPERMED PLUS (OH),1,1
SUPERVALU,1,1
SUPRAX CAPSULES SVGS CRD/LUPIN,1,1
SUPREP/BRAINTREE,1,1
SURGICAL CARE AFFILIATES,1,1
SUTTER HEALTH PLUS (CA),1,1
SUTTER HEALTH SELECT (CA),1,1
SWAGELOK COMPANY (OH),1,1
SWEDISH HEALTH SERVICES (WA),1,1
SWEDISH MATCH NORTH AMERICA,1,1
SW TEXAS CONFERENCE UMC (TX),1,1
SXC RX MEDICARE DISCOUNT CARD,1,1
SYMBICORT/ASTRA ZENECA,1,1
SYMBICORT FREE TRIAL/ASTRAZENECA,1,1
SYMBYAX/LILLY,1,1
SYMPHONIX MEDICARE PDP GENERAL,1,1
SYMPHONIX MED PDP GNRL (AK),1,1
SYMPHONIX MED PDP GNRL (AL),1,1
SYMPHONIX MED PDP GNRL (AR),1,1
SYMPHONIX MED PDP GNRL (AZ),1,1
SYMPHONIX MED PDP GNRL (CA),1,1
SYMPHONIX MED PDP GNRL (CO),1,1
SYMPHONIX MED PDP GNRL (CT),1,1
SYMPHONIX MED PDP GNRL (DC),1,1
SYMPHONIX MED PDP GNRL (DE),1,1
SYMPHONIX MED PDP GNRL (GA),1,1
SYMPHONIX MED PDP GNRL (HI),1,1
SYMPHONIX MED PDP GNRL (IA),1,1
SYMPHONIX MED PDP GNRL (ID),1,1
SYMPHONIX MED PDP GNRL (IL),1,1
SYMPHONIX MED PDP GNRL (IN),1,1
SYMPHONIX MED PDP GNRL (KS),1,1
SYMPHONIX MED PDP GNRL (KY),1,1
SYMPHONIX MED PDP GNRL (LA),1,1
SYMPHONIX MED PDP GNRL (MA),1,1
SYMPHONIX MED PDP GNRL (MD),1,1
SYMPHONIX MED PDP GNRL (ME),1,1
SYMPHONIX MED PDP GNRL (MI),1,1
SYMPHONIX MED PDP GNRL (MN),1,1
SYMPHONIX MED PDP GNRL (MO),1,1
SYMPHONIX MED PDP GNRL (MS),1,1
SYMPHONIX MED PDP GNRL (MT),1,1
SYMPHONIX MED PDP GNRL (NC),1,1
SYMPHONIX MED PDP GNRL (ND),1,1
SYMPHONIX MED PDP GNRL (NE),1,1
SYMPHONIX MED PDP GNRL (NH),1,1
SYMPHONIX MED PDP GNRL (NJ),1,1
SYMPHONIX MED PDP GNRL (NM),1,1
SYMPHONIX MED PDP GNRL (NV),1,1
SYMPHONIX MED PDP GNRL (OH),1,1
SYMPHONIX MED PDP GNRL (OK),1,1
SYMPHONIX MED PDP GNRL (OR),1,1
SYMPHONIX MED PDP GNRL (PA),1,1
SYMPHONIX MED PDP GNRL (RI),1,1
SYMPHONIX MED PDP GNRL (SC),1,1
SYMPHONIX MED PDP GNRL (SD),1,1
SYMPHONIX MED PDP GNRL (TN),1,1
SYMPHONIX MED PDP GNRL (TX),1,1
SYMPHONIX MED PDP GNRL (UT),1,1
SYMPHONIX MED PDP GNRL (VA),1,1
SYMPHONIX MED PDP GNRL (VT),1,1
SYMPHONIX MED PDP GNRL (WA),1,1
SYMPHONIX MED PDP GNRL (WI),1,1
SYMPHONIX MED PDP GNRL (WV),1,1
SYMPHONIX MED PDP GNRL (WY),1,1
SYNALLOY CORP,1,1
SYNOVUS FINANCIAL CORP,1,1
SYNTHES INC,1,1
SYNTHROID/ABBVIE,1,1
SYRACUSE CITY SCHOOL DIST (NY),1,1
SYRACUSE UNIV (NY),1,1
SYSCO CORPORATION,1,1
TACLONEX/LEO PHARMA,1,1
TAILORED BRANDS,1,1
TANNER HEALTH SYSTEM (GA),1,1
TARGA RESOURCES,1,1
TARGET CORPORATION,1,1
TATE AND LYLE,1,1
TAYLOR CORPORATION,1,1
TAZORAC/ALLERGAN,1,1
TCF FINANCIAL CORP,1,1
TD BANK,1,1
TEACHERS HEALTH TRUST (NV),1,1
TEAMCARE,1,1
TEAM CARE ADV RX MED ADV GNRL,1,1
TEAM HEALTH INC,1,1
TEAMSTAR MEDICARE PART D,1,1
TEAMSTER JC LOCAL 28 (WA),1,1
TEAMSTER JOINT COUNCIL 42 (CA),1,1
TEAMSTERS JOINT COUNCIL 83 (VA),1,1
TEAMSTERS LOCAL 731,1,1
TEAMSTERS LOCAL UNION 813 (NY),1,1
TEAMSTERS UNION LOCAL 115,1,1
TECO ENERGY EGWP,1,1
TECO ENERGY INC (FL),1,1
TEKTURNA/NOVARTIS,1,1
TELLABS INC,1,1
TEMPLE HEALTH (PA),1,1
TEMPLE UNIVERSITY (PA),1,1
TENET HEALTHCARE CORP,1,1
TENNECO,1,1
TENNECO EGWP,1,1
TENNESSEE COVERRX (TN),1,1
TENNESSEE DRUG CARD,1,1
TENNESSEE VALLEY AUTHORITY EGWP,1,1
TENNESSEE VALLEY AUTHORITY/TVA,1,1
TENN FARM BUREAU FED (TN),1,1
TENNOVA RIVERSIDE (TN),1,1
TERADATA CORP,1,1
TEREX CORP,1,1
TERRA INDUSTRIES INC,1,1
TERRY REILLY HLTH SERVICES (ID),1,1
TESTIM/ENDO,1,1
TETRA TECHNOLOGIES,1,1
TEVA PHARMACEUTICALS,1,1
TEXAS A M UNIVERSITY SYSTEM (TX),1,1
TEXAS ASSN OF COUNTIES HEBP (TX),1,1
TEXAS CHILDRENS HEALTH PLAN (TX),1,1
TEXAS CHILDRENS HOSPITAL (TX),1,1
TEXAS CHRISTIAN UNIVERSITY (TX),1,1
TEXAS DRUG CARD,1,1
TEXAS FARM BUREAU (TX),1,1
TEXAS GAS TRANSMISSION LLC,1,1
TEXAS HEALTH RESOURCES (TX),1,1
TEXAS HLTH INS RISK POOL (TX),1,1
TEXAS INSTRUMENTS,1,1
TEXAS MEDICARE DEMO (TX),1,1
TEXAS RX MED PDP GENERAL(TX),1,1
TEXTRON INC,1,1
THALES USA,1,1
THE AES CORPORATION,1,1
THE AMER FARM BUREAU FED UNSPEC,1,1
THE ANDERSONS INC,1,1
THE BLEDSOE HEALTH TRUST (OR),1,1
THE BOEING COMPANY,1,1
THE BOEING COMPANY RETIREES,1,1
THE CAPELLA GROUP,1,1
THE CONSOCIATE GROUP,1,1
THE CONTAINER STORE,1,1
THE COVENTRY CORP UNSPECIFIED,1,1
THEDACARE (WI),1,1
THE DIAMOND PLAN (MD),1,1
THE DOE RUN CO (MO),1,1
THE ELIZABETH HOSPICE (CA),1,1
THE EPOCH GROUP-EXPRESS SCRIPTS,1,1
THE EPOCH GROUP-PHARMACARE,1,1
THE ESAB GROUP INC,1,1
THE FIRST AMERICAN CORP,1,1
THE GRIZZLY INDUSTRIAL INC,1,1
THE GROCERS SUPPLY CO INC (TX),1,1
THE HARTFORD FINANCIAL GROUP,1,1
THE HARTFORD WORKERS COMP,1,1
THE HEALTH PLAN PPO,1,1
THE HEARST CORP,1,1
THE HLTH PLAN,1,1
THE HOME DEPOT INC,1,1
THE HOTCHKISS SCHOOL (CT),1,1
THE JEWISH HOME FOR ELDERLY (CT),1,1
THE JP FARLEY CORP,1,1
THE LOOMIS COMPANY,1,1
THE LUTHERAN CHURCH - MO SYNOD,1,1
THE METRO GOVT OF NASHVILLE (TN),1,1
THE NELSON TRUST RETIREES,1,1
THE NEW YORK TIMES COMPANY,1,1
THE NORTH AMERICAN COAL CORP,1,1
THE NORTHERN TRUST CO,1,1
THE PILLSBURY COMPANY,1,1
THE PRESCRIPTION DISC CARD,1,1
THE PROUD AMERICAN DISC CARD,1,1
THE RX CHOICE,1,1
THE SAINT JOE COMPANY,1,1
THE SCHOOLS HLTH INS FUND (NJ),1,1
THE SEGAL GROUP,1,1
THE SHERWIN WILLIAMS CO,1,1
THE TECH GROUP,1,1
THE TIMKEN COMPANY,1,1
THE TJX COMPANIES INC,1,1
THE TRAVELERS COMPANIES,1,1
THE TRAVELERS COMPANIES EGWP,1,1
THE UNIVERSITY PHYSICIANS (AZ),1,1
THE URMAN COMPANY (CO),1,1
THE VALUE CARD/PFIZER,1,1
THE VANGUARD GROUP,1,1
THE VIRGINIA CONSORTIUM (VA),1,1
THE WEIR GROUP INC,1,1
THE WELLNESS PLAN (MI),1,1
THE WILLIAMS COMPANY INC,1,1
THE WONDERFUL COMPANY,1,1
THOMAS JEFFERSON UNIVERSITY (PA),1,1
THOMPSON TRACTOR COMPANY,1,1
THRIVENT FINANCIAL FOR LUTHERANS,1,1
THYSSENKRUPP AG,1,1
THYSSENKRUPP BUDD COMPANY,1,1
THYSSENKRUPP ELEVATOR INC,1,1
THYSSENKRUPP MATERIAL,1,1
TIAA CREF,1,1
TIC HOLDINGS,1,1
TIFT REGIONAL MEDICAL CTR (GA),1,1
TILSON HR INC,1,1
TIMBER PRODUCTS,1,1
TIMCO AVIATION SERVICES INC,1,1
TIME INC,1,1
TIME WARNER CABLE INC,1,1
TML EMPLOYEE BENEFIT POOL (TX),1,1
TMX FINANCE,1,1
TNG-CWA TOLEDO LOCAL 34043 (OH),1,1
TN INDEP COLLEGE/UNIVERSITY,1,1
TNT LOGISTICS NORTH AMERICA,1,1
TODAYS OPTS CCRX VALUE PLUS (NC),1,1
TODAYS OPTS MED ADV GENERAL,1,1
TODAYS OPTS MED ADV GENERAL (AR),1,1
TODAYS OPTS MED ADV GENERAL (AZ),1,1
TODAYS OPTS MED ADV GENERAL (CA),1,1
TODAYS OPTS MED ADV GENERAL (CO),1,1
TODAYS OPTS MED ADV GENERAL (CT),1,1
TODAYS OPTS MED ADV GENERAL (FL),1,1
TODAYS OPTS MED ADV GENERAL (GA),1,1
TODAYS OPTS MED ADV GENERAL (IA),1,1
TODAYS OPTS MED ADV GENERAL (IL),1,1
TODAYS OPTS MED ADV GENERAL (IN),1,1
TODAYS OPTS MED ADV GENERAL (KS),1,1
TODAYS OPTS MED ADV GENERAL (KY),1,1
TODAYS OPTS MED ADV GENERAL (LA),1,1
TODAYS OPTS MED ADV GENERAL (MD),1,1
TODAYS OPTS MED ADV GENERAL (ME),1,1
TODAYS OPTS MED ADV GENERAL (MI),1,1
TODAYS OPTS MED ADV GENERAL (MN),1,1
TODAYS OPTS MED ADV GENERAL (MO),1,1
TODAYS OPTS MED ADV GENERAL (MS),1,1
TODAYS OPTS MED ADV GENERAL (NC),1,1
TODAYS OPTS MED ADV GENERAL (NH),1,1
TODAYS OPTS MED ADV GENERAL (NJ),1,1
TODAYS OPTS MED ADV GENERAL (NY),1,1
TODAYS OPTS MED ADV GENERAL (OH),1,1
TODAYS OPTS MED ADV GENERAL (OK),1,1
TODAYS OPTS MED ADV GENERAL (OR),1,1
TODAYS OPTS MED ADV GENERAL (PA),1,1
TODAYS OPTS MED ADV GENERAL (SC),1,1
TODAYS OPTS MED ADV GENERAL (TN),1,1
TODAYS OPTS MED ADV GENERAL (TX),1,1
TODAYS OPTS MED ADV GENERAL (UT),1,1
TODAYS OPTS MED ADV GENERAL (VA),1,1
TODAYS OPTS MED ADV GENERAL (VT),1,1
TODAYS OPTS MED ADV GENERAL (WI),1,1
TODAYS OPTS MED ADV GENERAL (WV),1,1
TODAYS OPTS MED ADV GNRL (NE),1,1
TODAYS OPTS MED ADV GNRL (NV),1,1
TODAYS OPTS MED ADV GNRL (SD),1,1
TODAYS OPTS MED ADV GRNL (AL),1,1
TODAYS OPTS MED ADV GRNL (HI),1,1
TODAYS OPTS MED ADV GRNL (ID),1,1
TODAYS OPTS MED ADV GRNL (MA),1,1
TODAYS OPTS MED ADV GRNL (MT),1,1
TODAYS OPTS MED ADV GRNL (ND),1,1
TOGETHER RX ACCESS,1,1
TOLEDO ELECTRICAL PLANS (OH),1,1
TOLEDO PUBLIC SCHOOLS (OH),1,1
TOOTSIE ROLL IND,1,1
TOPAMAX/JANSSEN,1,1
TOPICORT/TARO PHARMACEUTICALS,1,1
TOTAL HEALTH CARE MEDICAID (MI),1,1
TOTAL HEALTH CARE (MI),1,1
TOTAL HEALTH CARE UNSPECIFIED,1,1
TOTAL HEALTH CHOICE (FL),1,1
TOTAL HEALTH PLAN POS (MA),1,1
TOTAL SAFETY,1,1
TOUCHPOINT COMPLETE (WI),1,1
TOUCHSTONE MED ADV GENERAL (NY),1,1
TOURO INFIRMARY (LA),1,1
TOVIAZ/PFIZER,1,1
TOWER HEALTH (PA),1,1
TOWER LIFE INSURANCE COMPANY,1,1
TOWN OF EAST HARTFORD (CT),1,1
TOWN OF ENFIELD (CT),1,1
TOWN OF GILBERT (AZ),1,1
TOWN OF GREENWICH (CT),1,1
TOWN OF MANCHESTER (CT),1,1
TOWN OF NEW MILFORD (CT),1,1
TOWN OF NORMAL (IL),1,1
TOWN OF WEST HARTFORD (CT),1,1
TOWNSHIP OF IRVINGTON (NJ),1,1
TOYOTA MOTOR ENG AND MFG,1,1
TOYOTA MOTOR SALES USA,1,1
TOYS R US,1,1
TRACTOR SUPPLY COMPANY,1,1
TRADJENTA/BI,1,1
TRADJENTA SAVINGS CARD/BI,1,1
TRANSAMERICA MEDCRRX CLASSIC(AL),1,1
TRANSAMERICA MEDCRRX CLASSIC(AR),1,1
TRANSAMERICA MEDCRRX CLASSIC(AZ),1,1
TRANSAMERICA MEDCRRX CLASSIC(CA),1,1
TRANSAMERICA MEDCRRX CLASSIC(CO),1,1
TRANSAMERICA MEDCRRX CLASSIC(CT),1,1
TRANSAMERICA MEDCRRX CLASSIC(DC),1,1
TRANSAMERICA MEDCRRX CLASSIC(DE),1,1
TRANSAMERICA MEDCRRX CLASSIC(GA),1,1
TRANSAMERICA MEDCRRX CLASSIC(IA),1,1
TRANSAMERICA MEDCRRX CLASSIC(ID),1,1
TRANSAMERICA MEDCRRX CLASSIC(IL),1,1
TRANSAMERICA MEDCRRX CLASSIC(IN),1,1
TRANSAMERICA MEDCRRX CLASSIC(KS),1,1
TRANSAMERICA MEDCRRX CLASSIC(KY),1,1
TRANSAMERICA MEDCRRX CLASSIC(LA),1,1
TRANSAMERICA MEDCRRX CLASSIC(MA),1,1
TRANSAMERICA MEDCRRX CLASSIC(MD),1,1
TRANSAMERICA MEDCRRX CLASSIC(ME),1,1
TRANSAMERICA MEDCRRX CLASSIC(MI),1,1
TRANSAMERICA MEDCRRX CLASSIC(MN),1,1
TRANSAMERICA MEDCRRX CLASSIC(MO),1,1
TRANSAMERICA MEDCRRX CLASSIC(MS),1,1
TRANSAMERICA MEDCRRX CLASSIC(ND),1,1
TRANSAMERICA MEDCRRX CLASSIC(NE),1,1
TRANSAMERICA MEDCRRX CLASSIC(NH),1,1
TRANSAMERICA MEDCRRX CLASSIC(NJ),1,1
TRANSAMERICA MEDCRRX CLASSIC(NM),1,1
TRANSAMERICA MEDCRRX CLASSIC(NV),1,1
TRANSAMERICA MEDCRRX CLASSIC(OH),1,1
TRANSAMERICA MEDCRRX CLASSIC(OK),1,1
TRANSAMERICA MEDCRRX CLASSIC(OR),1,1
